,PERSON_ID,DISPLAY_FIRST_LAST,HEIGHT,WEIGHT,POSITION,TEAM_NAME,GROUP_VALUE,FGM,FGA,FG3M,FTM,FTA,REB,AST,TOV,STL,BLK,PTS
563,1628384,OG Anunoby,6-7,232,Forward,Raptors,2019-20,286.0,566.0,89.0,72.0,102.0,364.0,108.0,79.0,96.0,45.0,733.0
14,1628384,OG Anunoby,6-7,232,Forward,Raptors,2020-21,22.0,153.0,32.0,21.0,1.0,66.0,50.0,18.0,33.0,14.0,55.0
2451,1629016,Omari Spellman,6-8,245,Forward,Timberwolves,2018-19,98.0,244.0,44.0,32.0,45.0,194.0,47.0,31.0,26.0,25.0,272.0
2452,1629016,Omari Spellman,6-8,245,Forward,Timberwolves,2019-20,127.0,295.0,43.0,73.0,92.0,219.0,47.0,54.0,33.0,24.0,370.0
429,1629016,Omari Spellman,6-8,245,Forward,Timberwolves,2020-21,133.0,305.0,43.0,81.0,101.0,224.0,47.0,58.0,34.0,24.0,389.0
766,1629052,Oshae Brissett,6-7,210,Forward-Guard,Raptors,2019-20,13.0,36.0,3.0,8.0,10.0,26.0,7.0,7.0,4.0,1.0,37.0
59,1629052,Oshae Brissett,6-7,210,Forward-Guard,Raptors,2020-21,190.0,418.0,50.0,84.0,109.0,237.0,79.0,60.0,39.0,26.0,514.0
2231,203490,Otto Porter Jr.,6-8,198,Forward,Bulls,2013-14,33.0,91.0,4.0,8.0,12.0,57.0,10.0,14.0,8.0,1.0,78.0
2232,203490,Otto Porter Jr.,6-8,198,Forward,Bulls,2014-15,176.0,391.0,35.0,58.0,79.0,221.0,65.0,52.0,44.0,30.0,445.0
2233,203490,Otto Porter Jr.,6-8,198,Forward,Bulls,2015-16,339.0,717.0,98.0,95.0,126.0,391.0,120.0,70.0,105.0,32.0,871.0
2234,203490,Otto Porter Jr.,6-8,198,Forward,Bulls,2016-17,414.0,803.0,148.0,99.0,119.0,514.0,121.0,44.0,116.0,42.0,1075.0
2235,203490,Otto Porter Jr.,6-8,198,Forward,Bulls,2017-18,445.0,885.0,138.0,106.0,128.0,492.0,157.0,75.0,116.0,41.0,1134.0
2236,203490,Otto Porter Jr.,6-8,198,Forward,Bulls,2018-19,299.0,643.0,104.0,78.0,96.0,314.0,120.0,65.0,82.0,31.0,780.0
2237,203490,Otto Porter Jr.,6-8,198,Forward,Bulls,2019-20,62.0,140.0,24.0,19.0,27.0,48.0,25.0,11.0,15.0,6.0,167.0
379,203490,Otto Porter Jr.,6-8,198,Forward,Bulls,2020-21,185.0,405.0,56.0,52.0,68.0,207.0,71.0,44.0,51.0,21.0,478.0
2523,200782,P.J. Tucker,6-5,245,Forward,Rockets,2012-13,210.0,444.0,22.0,64.0,86.0,350.0,109.0,67.0,62.0,19.0,506.0
2524,200782,P.J. Tucker,6-5,245,Forward,Rockets,2013-14,265.0,615.0,74.0,156.0,201.0,529.0,141.0,102.0,110.0,23.0,760.0
2525,200782,P.J. Tucker,6-5,245,Forward,Rockets,2014-15,261.0,596.0,87.0,104.0,143.0,502.0,122.0,96.0,107.0,23.0,713.0
2526,200782,P.J. Tucker,6-5,245,Forward,Rockets,2015-16,239.0,582.0,68.0,106.0,142.0,512.0,177.0,111.0,106.0,20.0,652.0
2527,200782,P.J. Tucker,6-5,245,Forward,Rockets,2016-17,199.0,482.0,70.0,72.0,93.0,471.0,99.0,66.0,116.0,19.0,540.0
2528,200782,P.J. Tucker,6-5,245,Forward,Rockets,2017-18,172.0,441.0,115.0,43.0,60.0,457.0,77.0,74.0,78.0,26.0,502.0
2529,200782,P.J. Tucker,6-5,245,Forward,Rockets,2018-19,207.0,523.0,146.0,41.0,59.0,479.0,96.0,63.0,132.0,39.0,601.0
2530,200782,P.J. Tucker,6-5,245,Forward,Rockets,2019-20,177.0,426.0,107.0,39.0,48.0,476.0,115.0,72.0,77.0,36.0,500.0
445,200782,P.J. Tucker,6-5,245,Forward,Rockets,2020-21,191.0,414.0,54.0,57.0,72.0,420.0,105.0,70.0,56.0,25.0,493.0
2619,1629023,P.J. Washington,6-7,230,Forward,Hornets,2019-20,268.0,589.0,86.0,88.0,136.0,316.0,123.0,93.0,51.0,44.0,710.0
464,1629023,P.J. Washington,6-7,230,Forward,Hornets,2020-21,214.0,464.0,52.0,98.0,128.0,266.0,90.0,67.0,42.0,30.0,577.0
1067,1628408,PJ Dozier,6-6,205,Guard-Forward,Nuggets,2017-18,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0
1068,1628408,PJ Dozier,6-6,205,Guard-Forward,Nuggets,2018-19,8.0,21.0,2.0,1.0,2.0,17.0,5.0,0.0,2.0,0.0,19.0
1069,1628408,PJ Dozier,6-6,205,Guard-Forward,Nuggets,2019-20,65.0,157.0,17.0,21.0,29.0,55.0,63.0,27.0,14.0,6.0,168.0
128,1628408,PJ Dozier,6-6,205,Guard-Forward,Nuggets,2020-21,108.0,262.0,28.0,35.0,48.0,94.0,105.0,43.0,24.0,10.0,279.0
2409,1627783,Pascal Siakam,6-9,230,Forward,Raptors,2016-17,103.0,205.0,1.0,22.0,32.0,185.0,17.0,33.0,26.0,45.0,229.0
2410,1627783,Pascal Siakam,6-9,230,Forward,Raptors,2017-18,253.0,498.0,29.0,54.0,87.0,364.0,159.0,67.0,62.0,42.0,589.0
2411,1627783,Pascal Siakam,6-9,230,Forward,Raptors,2018-19,519.0,945.0,79.0,237.0,302.0,549.0,248.0,154.0,73.0,52.0,1354.0
2412,1627783,Pascal Siakam,6-9,230,Forward,Raptors,2019-20,500.0,1104.0,131.0,240.0,303.0,439.0,207.0,148.0,61.0,53.0,1371.0
417,1627783,Pascal Siakam,6-9,230,Forward,Raptors,2020-21,77.0,42.0,36.0,10.0,16.0,207.0,8.0,28.0,25.0,45.0,129.0
944,1626192,Pat Connaughton,6-5,209,Guard,Bucks,2015-16,13.0,49.0,5.0,5.0,5.0,32.0,10.0,10.0,2.0,0.0,36.0
945,1626192,Pat Connaughton,6-5,209,Guard,Bucks,2016-17,37.0,72.0,17.0,7.0,9.0,52.0,28.0,17.0,6.0,2.0,98.0
946,1626192,Pat Connaughton,6-5,209,Guard,Bucks,2017-18,165.0,390.0,74.0,37.0,44.0,161.0,91.0,43.0,23.0,22.0,441.0
947,1626192,Pat Connaughton,6-5,209,Guard,Bucks,2018-19,163.0,350.0,66.0,29.0,40.0,258.0,122.0,33.0,33.0,25.0,421.0
948,1626192,Pat Connaughton,6-5,209,Guard,Bucks,2019-20,137.0,301.0,55.0,31.0,40.0,284.0,107.0,52.0,25.0,31.0,360.0
103,1626192,Pat Connaughton,6-5,209,Guard,Bucks,2020-21,140.0,298.0,58.0,22.0,31.0,177.0,101.0,18.0,29.0,15.0,360.0
688,201976,Patrick Beverley,6-1,180,Guard,Clippers,2012-13,79.0,189.0,36.0,34.0,41.0,109.0,117.0,44.0,37.0,21.0,228.0
689,201976,Patrick Beverley,6-1,180,Guard,Clippers,2013-14,199.0,481.0,92.0,83.0,102.0,196.0,151.0,66.0,77.0,23.0,573.0
690,201976,Patrick Beverley,6-1,180,Guard,Clippers,2014-15,204.0,532.0,115.0,45.0,60.0,237.0,192.0,83.0,59.0,23.0,568.0
691,201976,Patrick Beverley,6-1,180,Guard,Clippers,2015-16,258.0,594.0,124.0,60.0,88.0,250.0,239.0,91.0,94.0,26.0,700.0
692,201976,Patrick Beverley,6-1,180,Guard,Clippers,2016-17,228.0,543.0,110.0,73.0,95.0,393.0,281.0,100.0,99.0,25.0,639.0
693,201976,Patrick Beverley,6-1,180,Guard,Clippers,2017-18,48.0,119.0,24.0,14.0,17.0,45.0,32.0,25.0,19.0,5.0,134.0
694,201976,Patrick Beverley,6-1,180,Guard,Clippers,2018-19,194.0,477.0,112.0,96.0,123.0,388.0,300.0,85.0,67.0,43.0,596.0
695,201976,Patrick Beverley,6-1,180,Guard,Clippers,2019-20,147.0,341.0,80.0,31.0,47.0,266.0,183.0,66.0,54.0,25.0,405.0
38,201976,Patrick Beverley,6-1,180,Guard,Clippers,2020-21,167.0,406.0,89.0,53.0,71.0,233.0,198.0,71.0,58.0,25.0,475.0
1916,1627775,Patrick McCaw,6-7,181,Guard,Raptors,2016-17,106.0,245.0,41.0,29.0,37.0,100.0,77.0,36.0,32.0,15.0,282.0
1917,1627775,Patrick McCaw,6-7,181,Guard,Raptors,2017-18,92.0,225.0,19.0,26.0,34.0,82.0,81.0,41.0,43.0,10.0,229.0
1918,1627775,Patrick McCaw,6-7,181,Guard,Raptors,2018-19,26.0,63.0,9.0,13.0,15.0,48.0,29.0,17.0,23.0,2.0,74.0
1919,1627775,Patrick McCaw,6-7,181,Guard,Raptors,2019-20,67.0,162.0,23.0,13.0,18.0,86.0,79.0,29.0,39.0,4.0,170.0
301,1627775,Patrick McCaw,6-7,181,Guard,Raptors,2020-21,93.0,230.0,18.0,24.0,32.0,86.0,90.0,42.0,47.0,9.0,228.0
2180,202335,Patrick Patterson,6-8,235,Forward,Clippers,2010-11,149.0,267.0,0.0,30.0,42.0,200.0,41.0,31.0,17.0,37.0,328.0
2181,202335,Patrick Patterson,6-8,235,Forward,Clippers,2011-12,225.0,511.0,0.0,40.0,57.0,286.0,53.0,49.0,27.0,36.0,490.0
2182,202335,Patrick Patterson,6-8,235,Forward,Clippers,2012-13,319.0,623.0,51.0,48.0,63.0,337.0,81.0,61.0,31.0,40.0,737.0
2183,202335,Patrick Patterson,6-8,235,Forward,Clippers,2013-14,225.0,489.0,55.0,50.0,71.0,342.0,78.0,65.0,55.0,37.0,555.0
2184,202335,Patrick Patterson,6-8,235,Forward,Clippers,2014-15,240.0,535.0,105.0,63.0,80.0,433.0,155.0,54.0,60.0,44.0,648.0
2185,202335,Patrick Patterson,6-8,235,Forward,Clippers,2015-16,204.0,493.0,106.0,29.0,34.0,342.0,94.0,65.0,53.0,32.0,543.0
2186,202335,Patrick Patterson,6-8,235,Forward,Clippers,2016-17,154.0,384.0,94.0,43.0,60.0,293.0,76.0,38.0,40.0,23.0,445.0
2187,202335,Patrick Patterson,6-8,235,Forward,Clippers,2017-18,106.0,266.0,66.0,40.0,46.0,193.0,57.0,33.0,48.0,23.0,318.0
2188,202335,Patrick Patterson,6-8,235,Forward,Clippers,2018-19,82.0,219.0,46.0,19.0,30.0,147.0,31.0,22.0,16.0,13.0,229.0
2189,202335,Patrick Patterson,6-8,235,Forward,Clippers,2019-20,95.0,233.0,67.0,35.0,43.0,151.0,41.0,21.0,7.0,3.0,292.0
366,202335,Patrick Patterson,6-8,235,Forward,Clippers,2020-21,252.0,492.0,34.0,45.0,61.0,296.0,71.0,49.0,26.0,37.0,583.0
1989,201988,Patty Mills,6-1,180,Guard,Spurs,2010-11,135.0,328.0,47.0,36.0,47.0,51.0,109.0,62.0,27.0,1.0,353.0
1990,201988,Patty Mills,6-1,180,Guard,Spurs,2011-12,63.0,130.0,24.0,15.0,15.0,28.0,39.0,26.0,10.0,1.0,165.0
1991,201988,Patty Mills,6-1,180,Guard,Spurs,2012-13,113.0,241.0,52.0,16.0,19.0,50.0,62.0,39.0,26.0,4.0,294.0
1992,201988,Patty Mills,6-1,180,Guard,Spurs,2013-14,309.0,666.0,135.0,73.0,82.0,169.0,149.0,63.0,68.0,9.0,826.0
1993,201988,Patty Mills,6-1,180,Guard,Spurs,2014-15,128.0,336.0,62.0,33.0,40.0,75.0,87.0,35.0,28.0,2.0,351.0
1994,201988,Patty Mills,6-1,180,Guard,Spurs,2015-16,260.0,612.0,123.0,47.0,58.0,158.0,226.0,76.0,59.0,6.0,690.0
1995,201988,Patty Mills,6-1,180,Guard,Spurs,2016-17,273.0,621.0,147.0,66.0,80.0,141.0,280.0,101.0,65.0,3.0,759.0
1996,201988,Patty Mills,6-1,180,Guard,Spurs,2017-18,280.0,682.0,154.0,105.0,118.0,154.0,229.0,106.0,55.0,11.0,819.0
1997,201988,Patty Mills,6-1,180,Guard,Spurs,2018-19,282.0,663.0,159.0,88.0,103.0,182.0,245.0,93.0,49.0,10.0,811.0
1998,201988,Patty Mills,6-1,180,Guard,Spurs,2019-20,258.0,598.0,154.0,97.0,112.0,108.0,118.0,54.0,53.0,6.0,767.0
318,201988,Patty Mills,6-1,180,Guard,Spurs,2020-21,200.0,446.0,126.0,72.0,84.0,83.0,238.0,96.0,43.0,1.0,598.0
1228,202331,Paul George,6-8,220,Forward,Clippers,2010-11,179.0,395.0,41.0,77.0,101.0,224.0,65.0,70.0,62.0,26.0,476.0
1229,202331,Paul George,6-8,220,Forward,Clippers,2011-12,281.0,639.0,90.0,146.0,182.0,370.0,158.0,117.0,108.0,38.0,798.0
1230,202331,Paul George,6-8,220,Forward,Clippers,2012-13,493.0,1176.0,170.0,221.0,274.0,603.0,327.0,233.0,143.0,51.0,1377.0
1231,202331,Paul George,6-8,220,Forward,Clippers,2013-14,577.0,1362.0,182.0,401.0,464.0,542.0,283.0,224.0,151.0,22.0,1737.0
1232,202331,Paul George,6-8,220,Forward,Clippers,2014-15,18.0,49.0,9.0,8.0,11.0,22.0,6.0,12.0,5.0,1.0,53.0
1233,202331,Paul George,6-8,220,Forward,Clippers,2015-16,605.0,1449.0,210.0,454.0,528.0,563.0,329.0,265.0,152.0,29.0,1874.0
1234,202331,Paul George,6-8,220,Forward,Clippers,2016-17,622.0,1348.0,195.0,336.0,374.0,492.0,251.0,220.0,119.0,27.0,1775.0
1235,202331,Paul George,6-8,220,Forward,Clippers,2017-18,576.0,1340.0,244.0,338.0,411.0,447.0,263.0,212.0,161.0,39.0,1734.0
1236,202331,Paul George,6-8,220,Forward,Clippers,2018-19,707.0,1614.0,292.0,453.0,540.0,628.0,318.0,205.0,170.0,34.0,2159.0
1237,202331,Paul George,6-8,220,Forward,Clippers,2019-20,343.0,782.0,157.0,190.0,217.0,272.0,185.0,125.0,68.0,20.0,1033.0
161,202331,Paul George,6-8,220,Forward,Clippers,2020-21,317.0,717.0,103.0,177.0,209.0,306.0,144.0,125.0,83.0,25.0,914.0
1999,200794,Paul Millsap,6-7,257,Forward,Nuggets,2010-11,525.0,988.0,9.0,256.0,338.0,579.0,187.0,145.0,103.0,69.0,1315.0
2000,200794,Paul Millsap,6-7,257,Forward,Nuggets,2011-12,426.0,861.0,7.0,202.0,255.0,563.0,150.0,112.0,118.0,52.0,1061.0
2001,200794,Paul Millsap,6-7,257,Forward,Nuggets,2012-13,429.0,875.0,13.0,264.0,356.0,554.0,201.0,138.0,102.0,80.0,1135.0
2002,200794,Paul Millsap,6-7,257,Forward,Nuggets,2013-14,483.0,1047.0,76.0,286.0,391.0,627.0,232.0,185.0,129.0,78.0,1328.0
2003,200794,Paul Millsap,6-7,257,Forward,Nuggets,2014-15,443.0,930.0,77.0,255.0,337.0,570.0,223.0,166.0,130.0,69.0,1218.0
2004,200794,Paul Millsap,6-7,257,Forward,Nuggets,2015-16,501.0,1066.0,74.0,309.0,408.0,732.0,265.0,191.0,147.0,139.0,1385.0
2005,200794,Paul Millsap,6-7,257,Forward,Nuggets,2016-17,430.0,972.0,75.0,311.0,405.0,533.0,252.0,158.0,90.0,62.0,1246.0
2006,200794,Paul Millsap,6-7,257,Forward,Nuggets,2017-18,202.0,435.0,39.0,112.0,161.0,245.0,105.0,73.0,39.0,44.0,555.0
2007,200794,Paul Millsap,6-7,257,Forward,Nuggets,2018-19,322.0,665.0,58.0,181.0,249.0,505.0,141.0,95.0,83.0,54.0,883.0
2008,200794,Paul Millsap,6-7,257,Forward,Nuggets,2019-20,211.0,438.0,54.0,115.0,141.0,293.0,83.0,70.0,44.0,30.0,591.0
319,200794,Paul Millsap,6-7,257,Forward,Nuggets,2020-21,368.0,764.0,41.0,210.0,282.0,463.0,164.0,122.0,84.0,57.0,987.0
2623,1628778,Paul Watson,6-6,210,Guard,Raptors,2019-20,10.0,26.0,4.0,7.0,9.0,17.0,8.0,3.0,4.0,1.0,31.0
467,1628778,Paul Watson,6-6,210,Guard,Raptors,2020-21,10.0,26.0,4.0,7.0,9.0,17.0,8.0,3.0,4.0,1.0,31.0
949,1626188,Quinn Cook,6-1,180,Guard,Lakers,2016-17,33.0,66.0,11.0,2.0,5.0,7.0,26.0,13.0,4.0,0.0,79.0
950,1626188,Quinn Cook,6-1,180,Guard,Lakers,2017-18,122.0,252.0,46.0,22.0,25.0,82.0,89.0,32.0,12.0,1.0,312.0
951,1626188,Quinn Cook,6-1,180,Guard,Lakers,2018-19,204.0,439.0,81.0,20.0,26.0,157.0,116.0,50.0,20.0,3.0,509.0
952,1626188,Quinn Cook,6-1,180,Guard,Lakers,2019-20,91.0,214.0,31.0,11.0,14.0,51.0,49.0,33.0,12.0,2.0,224.0
104,1626188,Quinn Cook,6-1,180,Guard,Lakers,2020-21,164.0,331.0,65.0,25.0,29.0,123.0,116.0,37.0,14.0,1.0,419.0
2624,1629683,Quinndary Weatherspoon,6-3,205,Guard,Spurs,2019-20,5.0,17.0,1.0,1.0,2.0,7.0,11.0,5.0,3.0,1.0,12.0
468,1629683,Quinndary Weatherspoon,6-3,205,Guard,Spurs,2020-21,244.0,562.0,77.0,110.0,137.0,179.0,191.0,92.0,52.0,15.0,675.0
617,1629628,RJ Barrett,6-6,214,Forward-Guard,Knicks,2019-20,292.0,727.0,63.0,156.0,254.0,279.0,143.0,124.0,55.0,17.0,803.0
25,1629628,RJ Barrett,6-6,214,Forward-Guard,Knicks,2020-21,183.0,404.0,48.0,80.0,105.0,230.0,74.0,58.0,38.0,26.0,494.0
2314,200765,Rajon Rondo,6-1,180,Guard,Lakers,2010-11,318.0,670.0,10.0,75.0,132.0,297.0,760.0,234.0,153.0,11.0,721.0
2315,200765,Rajon Rondo,6-1,180,Guard,Lakers,2011-12,256.0,572.0,10.0,108.0,181.0,257.0,620.0,193.0,95.0,3.0,630.0
2316,200765,Rajon Rondo,6-1,180,Guard,Lakers,2012-13,225.0,465.0,12.0,60.0,93.0,212.0,420.0,148.0,70.0,9.0,522.0
2317,200765,Rajon Rondo,6-1,180,Guard,Lakers,2013-14,141.0,350.0,26.0,42.0,67.0,164.0,294.0,99.0,40.0,2.0,350.0
2318,200765,Rajon Rondo,6-1,180,Guard,Lakers,2014-15,275.0,645.0,27.0,31.0,78.0,373.0,538.0,210.0,91.0,7.0,608.0
2319,200765,Rajon Rondo,6-1,180,Guard,Lakers,2015-16,355.0,782.0,62.0,87.0,150.0,435.0,839.0,278.0,141.0,10.0,859.0
2320,200765,Rajon Rondo,6-1,180,Guard,Lakers,2016-17,229.0,561.0,50.0,30.0,50.0,355.0,461.0,169.0,99.0,11.0,538.0
2321,200765,Rajon Rondo,6-1,180,Guard,Lakers,2017-18,231.0,494.0,50.0,25.0,46.0,263.0,533.0,151.0,70.0,10.0,537.0
2322,200765,Rajon Rondo,6-1,180,Guard,Lakers,2018-19,175.0,432.0,51.0,23.0,36.0,243.0,367.0,127.0,57.0,7.0,424.0
2323,200765,Rajon Rondo,6-1,180,Guard,Lakers,2019-20,137.0,328.0,41.0,27.0,41.0,142.0,240.0,91.0,40.0,2.0,342.0
399,200765,Rajon Rondo,6-1,180,Guard,Lakers,2020-21,202.0,481.0,36.0,28.0,53.0,265.0,401.0,145.0,69.0,6.0,467.0
2094,203526,Raul Neto,6-1,180,Guard,76ers,2015-16,180.0,418.0,64.0,52.0,70.0,120.0,174.0,109.0,62.0,2.0,476.0
2095,203526,Raul Neto,6-1,180,Guard,76ers,2016-17,41.0,91.0,10.0,8.0,9.0,30.0,34.0,15.0,21.0,5.0,100.0
2096,203526,Raul Neto,6-1,180,Guard,76ers,2017-18,69.0,151.0,19.0,26.0,35.0,49.0,75.0,36.0,13.0,4.0,183.0
2097,203526,Raul Neto,6-1,180,Guard,76ers,2018-19,74.0,161.0,20.0,28.0,33.0,62.0,93.0,35.0,14.0,4.0,196.0
2098,203526,Raul Neto,6-1,180,Guard,76ers,2019-20,101.0,222.0,34.0,39.0,47.0,61.0,95.0,47.0,24.0,6.0,275.0
342,203526,Raul Neto,6-1,180,Guard,76ers,2020-21,118.0,269.0,41.0,37.0,48.0,76.0,110.0,64.0,38.0,4.0,315.0
2450,1629034,Ray Spalding,6-9,225,Forward,Hornets,2018-19,25.0,47.0,0.0,4.0,12.0,48.0,5.0,9.0,9.0,8.0,54.0
428,1629034,Ray Spalding,6-9,225,Forward,Hornets,2020-21,25.0,47.0,0.0,4.0,12.0,48.0,5.0,9.0,9.0,8.0,54.0
2531,1629730,Rayjon Tucker,6-3,209,Guard,Jazz,2019-20,20.0,43.0,3.0,19.0,23.0,20.0,5.0,8.0,1.0,1.0,62.0
446,1629730,Rayjon Tucker,6-3,209,Guard,Jazz,2020-21,242.0,559.0,77.0,110.0,136.0,178.0,190.0,92.0,52.0,15.0,670.0
794,203493,Reggie Bullock,6-6,205,Guard-Forward,Knicks,2013-14,43.0,121.0,22.0,7.0,9.0,54.0,12.0,13.0,9.0,1.0,115.0
795,203493,Reggie Bullock,6-6,205,Guard-Forward,Knicks,2014-15,24.0,70.0,15.0,6.0,9.0,50.0,8.0,8.0,10.0,4.0,69.0
796,203493,Reggie Bullock,6-6,205,Guard-Forward,Knicks,2015-16,43.0,98.0,22.0,14.0,15.0,68.0,27.0,8.0,10.0,2.0,122.0
797,203493,Reggie Bullock,6-6,205,Guard-Forward,Knicks,2016-17,54.0,128.0,28.0,5.0,7.0,64.0,29.0,10.0,18.0,3.0,141.0
798,203493,Reggie Bullock,6-6,205,Guard-Forward,Knicks,2017-18,267.0,546.0,125.0,39.0,49.0,154.0,95.0,47.0,47.0,13.0,698.0
799,203493,Reggie Bullock,6-6,205,Guard-Forward,Knicks,2018-19,245.0,594.0,148.0,73.0,85.0,173.0,129.0,65.0,40.0,12.0,711.0
800,203493,Reggie Bullock,6-6,205,Guard-Forward,Knicks,2019-20,90.0,224.0,37.0,17.0,21.0,68.0,42.0,19.0,25.0,3.0,234.0
71,203493,Reggie Bullock,6-6,205,Guard-Forward,Knicks,2020-21,170.0,397.0,95.0,42.0,50.0,125.0,80.0,41.0,30.0,9.0,477.0
1593,202704,Reggie Jackson,6-3,208,Guard,Clippers,2011-12,51.0,159.0,13.0,25.0,29.0,53.0,71.0,36.0,25.0,1.0,140.0
1594,202704,Reggie Jackson,6-3,208,Guard,Clippers,2012-13,149.0,325.0,24.0,52.0,62.0,166.0,122.0,53.0,29.0,13.0,374.0
1595,202704,Reggie Jackson,6-3,208,Guard,Clippers,2013-14,403.0,916.0,83.0,158.0,177.0,313.0,331.0,168.0,85.0,9.0,1047.0
1596,202704,Reggie Jackson,6-3,208,Guard,Clippers,2014-15,432.0,996.0,72.0,181.0,218.0,327.0,462.0,186.0,62.0,9.0,1117.0
1597,202704,Reggie Jackson,6-3,208,Guard,Clippers,2015-16,540.0,1244.0,118.0,291.0,337.0,253.0,492.0,223.0,59.0,11.0,1489.0
1598,202704,Reggie Jackson,6-3,208,Guard,Clippers,2016-17,284.0,677.0,66.0,118.0,136.0,114.0,270.0,114.0,35.0,5.0,752.0
1599,202704,Reggie Jackson,6-3,208,Guard,Clippers,2017-18,246.0,577.0,52.0,112.0,134.0,125.0,238.0,99.0,27.0,4.0,656.0
1600,202704,Reggie Jackson,6-3,208,Guard,Clippers,2018-19,441.0,1047.0,174.0,204.0,236.0,216.0,344.0,148.0,55.0,9.0,1260.0
1601,202704,Reggie Jackson,6-3,208,Guard,Clippers,2019-20,134.0,326.0,57.0,45.0,54.0,92.0,126.0,51.0,13.0,5.0,370.0
232,202704,Reggie Jackson,6-3,208,Guard,Clippers,2020-21,288.0,679.0,76.0,125.0,147.0,169.0,274.0,114.0,36.0,7.0,778.0
1488,1626158,Richaun Holmes,6-10,235,Forward,Kings,2015-16,114.0,222.0,8.0,51.0,74.0,135.0,33.0,32.0,19.0,40.0,287.0
1489,1626158,Richaun Holmes,6-10,235,Forward,Kings,2016-17,230.0,412.0,27.0,72.0,103.0,311.0,58.0,55.0,42.0,55.0,559.0
1490,1626158,Richaun Holmes,6-10,235,Forward,Kings,2017-18,135.0,241.0,4.0,37.0,56.0,211.0,61.0,25.0,20.0,29.0,311.0
1491,1626158,Richaun Holmes,6-10,235,Forward,Kings,2018-19,222.0,365.0,0.0,128.0,175.0,331.0,60.0,52.0,42.0,79.0,572.0
1492,1626158,Richaun Holmes,6-10,235,Forward,Kings,2019-20,223.0,344.0,0.0,93.0,118.0,358.0,42.0,52.0,41.0,56.0,539.0
211,1626158,Richaun Holmes,6-10,235,Forward,Kings,2020-21,210.0,340.0,3.0,87.0,117.0,330.0,57.0,46.0,37.0,55.0,510.0
2346,201937,Ricky Rubio,6-3,190,Guard,Thunder,2011-12,139.0,389.0,32.0,126.0,157.0,171.0,336.0,131.0,91.0,8.0,436.0
2347,201937,Ricky Rubio,6-3,190,Guard,Thunder,2012-13,185.0,514.0,27.0,211.0,264.0,229.0,418.0,172.0,137.0,5.0,608.0
2348,201937,Ricky Rubio,6-3,190,Guard,Thunder,2013-14,255.0,670.0,44.0,227.0,283.0,342.0,704.0,221.0,191.0,11.0,781.0
2349,201937,Ricky Rubio,6-3,190,Guard,Thunder,2014-15,78.0,219.0,13.0,57.0,71.0,125.0,193.0,64.0,38.0,1.0,226.0
2350,201937,Ricky Rubio,6-3,190,Guard,Thunder,2015-16,219.0,586.0,62.0,266.0,314.0,326.0,658.0,193.0,162.0,10.0,766.0
2351,201937,Ricky Rubio,6-3,190,Guard,Thunder,2016-17,261.0,650.0,60.0,254.0,285.0,305.0,682.0,195.0,128.0,10.0,836.0
2352,201937,Ricky Rubio,6-3,190,Guard,Thunder,2017-18,346.0,827.0,96.0,220.0,254.0,351.0,410.0,207.0,121.0,11.0,1008.0
2353,201937,Ricky Rubio,6-3,190,Guard,Thunder,2018-19,295.0,730.0,79.0,195.0,228.0,243.0,416.0,180.0,91.0,10.0,864.0
2354,201937,Ricky Rubio,6-3,190,Guard,Thunder,2019-20,287.0,692.0,78.0,195.0,226.0,304.0,570.0,173.0,94.0,11.0,847.0
403,201937,Ricky Rubio,6-3,190,Guard,Thunder,2020-21,204.0,527.0,50.0,162.0,196.0,223.0,352.0,149.0,97.0,7.0,620.0
954,203496,Robert Covington,6-7,209,Forward,Rockets,2013-14,6.0,14.0,4.0,0.0,0.0,5.0,0.0,1.0,2.0,0.0,16.0
955,203496,Robert Covington,6-7,209,Forward,Rockets,2014-15,299.0,756.0,167.0,178.0,217.0,316.0,105.0,128.0,97.0,31.0,943.0
956,203496,Robert Covington,6-7,209,Forward,Rockets,2015-16,274.0,712.0,170.0,140.0,177.0,419.0,97.0,143.0,105.0,40.0,858.0
957,203496,Robert Covington,6-7,209,Forward,Rockets,2016-17,292.0,732.0,137.0,143.0,174.0,436.0,102.0,131.0,127.0,69.0,864.0
958,203496,Robert Covington,6-7,209,Forward,Rockets,2017-18,345.0,836.0,203.0,116.0,136.0,433.0,156.0,126.0,137.0,72.0,1009.0
959,203496,Robert Covington,6-7,209,Forward,Rockets,2018-19,156.0,362.0,85.0,68.0,89.0,193.0,46.0,47.0,74.0,47.0,465.0
960,203496,Robert Covington,6-7,209,Forward,Rockets,2019-20,305.0,723.0,161.0,99.0,124.0,463.0,88.0,103.0,115.0,93.0,870.0
106,203496,Robert Covington,6-7,209,Forward,Rockets,2020-21,216.0,521.0,119.0,91.0,114.0,280.0,72.0,78.0,86.0,51.0,643.0
2678,1629057,Robert Williams III,6-8,237,Center-Forward,Celtics,2018-19,36.0,51.0,0.0,9.0,15.0,81.0,7.0,10.0,9.0,40.0,81.0
2679,1629057,Robert Williams III,6-8,237,Center-Forward,Celtics,2019-20,64.0,88.0,0.0,22.0,34.0,128.0,27.0,21.0,22.0,35.0,150.0
